customer_id,customer_name,gender,birth_year,city,province,join_date,membership
C21104,Andi Firmansyah,Wanita,1994,Jakarta Selatan,DKI Jakarta,2023-10-11,Gold
C21105,Fajar Firmansyah,Wanita,1989,Tangerang Selatan,Banten,2023-09-25,Basic
C21106,Rizky Firmansyah,Wanita,1992,Tangerang Selatan,Banten,2022-07-31,Basic
C21107,Yoga Utami,Wanita,1985,Semarang,Jawa Tengah,2022-02-21,Silver
C21108,Maya Santoso,Pria,1997,surabaya,Jawa Timur,2024-02-07,Basic
C21109,Intan Utami,Wanita,1993,Surabaya ,Jawa Timur,2024-08-15,Silver
C21110,Maya Firmansyah,Wanita,2001,Jakarta Barat,DKI Jakarta,2024-06-13,Basic
C21111,Lestari Santoso,Wanita,2000,Medan,Sumatera Utara,2023-03-13,
C21112,Fitri Hidayat,Wanita,2000,Malang,Jawa Timur,2023-12-02,Silver
C21113,Andi Nugroho,Wanita,1971,Depok,Jawa Barat,2023-12-10,Silver
C21114,Reza Firmansyah,Pria,1975,Surabaya,Jawa Timur,2022-07-04,Basic
C21115,Wahyu Nugroho,Pria,2002,Jakarta Selatan,DKI Jakarta,2022-01-06,
C21116,Wahyu Anggraini,Wanita,1979,Tangerang,Banten,2022-08-08,Basic
C21117,Dimas Pratama,Pria,1971,Medan,Sumatera Utara,2022-03-11,Silver
C21118,Intan Santoso,Wanita,1970,Tangerang Selatan,Banten,2022-05-24,Silver
C21119,Galih Permana,Pria,1985,Tangerang,Banten,2024-04-08,
C21120,Dewi Permana,Pria,1988,Yogyakarta,DI Yogyakarta,2022-08-07,Basic
C21121,Nadia Rahayu,Wanita,1990,Surabaya,Jawa Timur,2023-05-17,Basic
C21122,Lestari Santoso,Wanita,1975,Semarang,Jawa Tengah,2023-06-21,Silver
C21123,Yoga Nugroho,,1992,Jakarta Barat,DKI Jakarta,2024-01-15,Basic
C21124,Yoga Pratama,,1987,Bandung,Jawa Barat,2022-11-23,Silver
C21125,Teguh Utami,Pria,2003,Bekasi,Jawa Barat,2022-04-16,Basic
C21126,Teguh Firmansyah,Wanita,1992,Bandung,Jawa Barat,2024-01-15,Basic
C21127,Teguh Halim,Pria,1988,Depok,Jawa Barat,2024-04-05,Basic
C21128,Putri Rahayu,Wanita,1982,Palembang,Sumatera Selatan,2023-09-01,Basic
C21129,Anisa Halim,Wanita,1999,Tangerang,Banten,2023-12-18,Basic
C21130,Putri Rahayu,Pria,1978,Jakarta Selatan,DKI Jakarta,2022-10-26,Silver
C21131,Maya Wijaya,Pria,1998,jakarta selatan,DKI Jakarta,2023-04-30,Silver
C21132,Fitri Saputra,Wanita,1981,Tangsel,Banten,2023-12-05,Basic
C21133,Ayu Santoso,Pria,1998,Denpasar,Bali,2022-11-21,Silver
C21134,Wahyu Ramadhan,Wanita,1989,Jakarta Barat,DKI Jakarta,2022-02-05,
C21135,Nurul Ramadhan,Wanita,1984,Yogyakarta,DI Yogyakarta,2022-08-19,Basic
C21136,Arif Wijaya,Wanita,1984,Jakarta Barat,DKI Jakarta,2024-03-21,Basic
C21137,Dewi Nugroho,Wanita,1994,Jaksel,DKI Jakarta,2022-02-14,Silver
C21138,Budi Hidayat,Wanita,1975,Bandung,Jawa Barat,2023-02-15,Basic
C21139,Fitri Wijaya,Wanita,1992,Tangerang Selatan,Banten,2022-04-22,Basic
C21140,Galih Nugroho,Wanita,1974,Jakarta Selatan,DKI Jakarta,2023-05-29,Basic
C21141,Budi Firmansyah,Pria,1978,Bekasi,Jawa Barat,2024-08-08,Silver
C21142,Hendra Firmansyah,Pria,2001,Jakarta Barat,DKI Jakarta,2024-03-10,Gold
C21143,Nadia Kusuma,Pria,1974,Denpasar,Bali,2022-11-27,Basic
C21144,Wahyu Anggraini,Wanita,1977,Jakbar,DKI Jakarta,2023-04-15,Basic
C21145,Putri Saputra,Pria,1985,Makassar,Sulawesi Selatan,2023-09-07,Basic
C21146,Yoga Ramadhan,Wanita,1980,Semarang,Jawa Tengah,2023-05-17,Basic
C21147,Nadia Wijaya,Pria,2000,BANDUNG,Jawa Barat,2024-09-16,Basic
C21148,Fajar Firmansyah,Pria,1985,Medan,Sumatera Utara,2023-09-03,Silver
C21149,Rani Utami,Wanita,2001,Palembang,Sumatera Selatan,2022-11-30,Basic
C21150,Rizky Hidayat,,1989,Semarang,Jawa Tengah,2022-06-28,Silver
C21151,Siti Kusuma,Wanita,1992,Bekasi,Jawa Barat,2022-02-13,Silver
C21152,Nadia Nugroho,Pria,1970,Bogor,Jawa Barat,2024-07-21,Basic
C21153,Budi Firmansyah,Wanita,1973,Bekasi,Jawa Barat,2023-11-12,Basic
C21154,Andi Nugroho,Wanita,1984,Jakarta Selatan,DKI Jakarta,2023-11-10,Gold
C21155,Dewi Nugroho,Wanita,1988,Yogyakarta,DI Yogyakarta,2023-07-06,Silver
C21156,Galih Nugroho,Wanita,1995,Tangerang,Banten,2023-07-16,Silver
C21157,Budi Firmansyah,Pria,1978,Medan,Sumatera Utara,2022-06-05,Gold
C21158,Wahyu Santoso,,1978,Depok,Jawa Barat,2024-09-16,Basic
C21159,Galih Santoso,Wanita,1999,Surabaya,Jawa Timur,2024-04-05,Basic
C21160,Dimas Rahayu,Wanita,2000,Denpasar,Bali,2024-05-23,Basic
C21161,Maya Utami,Wanita,1996,Jakarta Timur,DKI Jakarta,2024-01-12,Basic
C21162,Bayu Rahayu,Pria,1987,Surabaya,Jawa Timur,2022-03-29,Gold
C21163,Agus Santoso,Wanita,1980,Bekasi,Jawa Barat,2022-07-16,Silver
C21164,Reza Nugroho,Wanita,1985,Denpasar,Bali,2024-05-11,Silver
C21165,Fitri Wijaya,Wanita,2001,Denpasar,Bali,2024-04-16,Basic
C21166,Nadia Ramadhan,Wanita,1990,Bekasi,Jawa Barat,2023-07-01,Basic
C21167,Budi Kusuma,Pria,1993,Semarang,Jawa Tengah,2022-01-07,Basic
C21168,Reza Wijaya,Wanita,1983,Jakarta Timur,DKI Jakarta,2023-05-25,Basic
C21169,Fajar Halim,Wanita,2003,Depok,Jawa Barat,2024-05-08,Silver
C21170,Citra Hidayat,Wanita,1992,SBY,Jawa Timur,2022-09-02,Silver
C21171,Anisa Nugroho,Wanita,1991,Jakarta Selatan,DKI Jakarta,2023-11-30,Basic
C21172,Rizky Ramadhan,Pria,1988,Medan,Sumatera Utara,2023-03-15,Basic
C21173,Nurul Saputra,Pria,1994,Jakarta Selatan,DKI Jakarta,2022-08-24,
C21174,Arif Firmansyah,Pria,1980,Bogor,Jawa Barat,2022-05-08,Gold
C21175,Nurul Utami,Wanita,1990,Medan,Sumatera Utara,2023-10-23,Gold
C21176,Vina Halim,Wanita,1980,Surabaya,Jawa Timur,2022-06-01,Basic
C21177,Iqbal Kusuma,Pria,1973,Tangerang Selatan,Banten,2024-06-21,Basic
C21178,Sari Hidayat,Pria,1980,Balikpapan,Kalimantan Timur,2022-02-05,Basic
C21179,Vina Rahayu,Pria,2001,Jakbar,DKI Jakarta,2022-05-30,Gold
C21180,Dimas Setiawan,Pria,1993,Tangerang Selatan,Banten,2024-02-06,Basic
C21181,Rani Rahayu,Wanita,1985,Depok,Jawa Barat,2022-07-24,Silver
C21182,Fajar Wijaya,Wanita,1980,Balikpapan,Kalimantan Timur,2022-08-21,Basic
C21183,Rizky Hidayat,Pria,1986,Bandung,Jawa Barat,2024-06-14,Silver
C21184,Putri Pratama,Wanita,1987,Jakarta Selatan,DKI Jakarta,2023-12-20,Silver
C21185,Fajar Anggraini,Wanita,2000,Surabaya,Jawa Timur,2022-03-03,Basic
C21186,Budi Rahayu,Wanita,1995,Surabaya,Jawa Timur,2024-08-13,Basic
C21187,Nadia Utami,,1988,jakarta timur,DKI Jakarta,2022-06-12,Silver
C21188,Budi Permana,Pria,1975,Depok,Jawa Barat,2022-12-25,Silver
C21189,Wahyu Hidayat,Pria,1977,Palembang,Sumatera Selatan,2024-06-16,Silver
C21190,Vina Saputra,Wanita,1978,Bekasi,Jawa Barat,2023-05-06,Silver
C21191,Arif Halim,Wanita,1971,Balikpapan,Kalimantan Timur,2024-08-27,Silver
C21192,Fajar Nugroho,Wanita,1981,Jaktim,DKI Jakarta,2023-12-22,Silver
C21193,Maya Permana,Wanita,1993,Jakarta Barat,DKI Jakarta,2023-07-14,
C21194,Fajar Setiawan,Wanita,1987,Jakarta Selatan,DKI Jakarta,2022-07-07,Basic
C21195,Fajar Wijaya,Wanita,1993,Tangerang,Banten,2023-08-31,Basic
C21196,Hendra Santoso,Wanita,1989,Tangerang Selatan,Banten,2024-03-31,Basic
C21197,Lestari Setiawan,,1970,Tangerang,Banten,2024-02-02,Basic
C21198,Vina Setiawan,Pria,1972,Depok,Jawa Barat,2023-11-01,Silver
C21199,Nurul Hidayat,Wanita,1991,Yogyakarta,DI Yogyakarta,2022-09-03,Gold
C21200,Galih Saputra,Wanita,1997, Bandung,Jawa Barat,2023-01-10,Basic
C21201,Ayu Permana,Wanita,1984,Makassar,Sulawesi Selatan,2023-03-13,Basic
C21202,Arif Kusuma,Wanita,1983,Bekasi,Jawa Barat,2024-04-25,Basic
C21203,Andi Rahayu,Wanita,1975,Yogyakarta,DI Yogyakarta,2022-07-31,Gold
C21204,Andi Saputra,Pria,1982,Jakarta Barat,DKI Jakarta,2024-05-02,Basic
C21205,Rizky Kusuma,Wanita,1993,Surabaya,Jawa Timur,2023-09-12,Basic
C21206,Maya Saputra,Pria,1982,Jakarta Timur,DKI Jakarta,2023-10-16,Silver
C21207,Yoga Utami,Wanita,1974,Jakarta Selatan,DKI Jakarta,2023-08-02,Basic
C21208,Andi Hidayat,Pria,2002,Jakarta Timur,DKI Jakarta,2022-08-17,Basic
C21209,Fitri Hidayat,Pria,2003,surabaya,Jawa Timur,2023-11-24,Basic
C21210,Vina Anggraini,Wanita,1985,Jakarta Barat,DKI Jakarta,2023-08-16,Basic
C21211,Nurul Kusuma,Pria,1977,Makassar,Sulawesi Selatan,2022-12-15,Basic
C21212,Dimas Setiawan,Pria,1997,Jakarta Selatan,DKI Jakarta,2022-08-04,Basic
C21213,Dimas Ramadhan,Wanita,2002,Tangerang Selatan,Banten,2023-03-27,
C21214,Siti Anggraini,Pria,1974,Bogor,Jawa Barat,2022-05-17,Basic
C21215,Sari Saputra,Wanita,1980,Tangerang Selatan,Banten,2024-07-06,Silver
C21216,Fajar Firmansyah,Pria,1980,Bekasi,Jawa Barat,2022-03-31,Basic
C21217,Siti Santoso,Pria,1980,Surabaya ,Jawa Timur,2024-05-20,Basic
C21218,Galih Permana,Pria,2001,Jakarta Barat,DKI Jakarta,2023-01-02,Silver
C21219,Arif Halim,Pria,1979,Jakarta Barat,DKI Jakarta,2023-08-27,Basic
C21220,Arif Saputra,Wanita,1988,Jakarta Timur,DKI Jakarta,2024-02-28,Basic
C21221,Budi Pratama,Wanita,1990,Yogyakarta,DI Yogyakarta,2022-09-14,Silver
C21222,Dewi Permana,Pria,1992,Jakbar,DKI Jakarta,2022-09-12,Basic
C21223,Hendra Setiawan,Wanita,1991,surabaya,Jawa Timur,2022-03-04,Basic
C21224,Citra Firmansyah,Wanita,1984,Bekasi,Jawa Barat,2022-05-08,
C21225,Fajar Rahayu,Pria,1995,Semarang,Jawa Tengah,2022-09-20,Silver
C21226,Siti Pratama,Wanita,1977,Tangerang,Banten,2022-04-11,Basic
C21227,Andi Nugroho,Pria,1978,Medan,Sumatera Utara,2023-11-14,Gold
C21228,Bayu Kusuma,Pria,2002,Yogyakarta,DI Yogyakarta,2024-05-27,Basic
C21229,Budi Rahayu,Wanita,1978,jakarta selatan,DKI Jakarta,2022-09-16,Basic
C21230,Iqbal Nugroho,Pria,1998,Tangerang,Banten,2024-09-17,Silver
C21231,Maya Firmansyah,Wanita,2001,Jakarta selatan,DKI Jakarta,2023-05-10,Basic
C21232,Citra Nugroho,Pria,1972,Depok,Jawa Barat,2023-10-22,Silver
C21233,Fitri Anggraini,Pria,2002,Tangerang,Banten,2024-05-14,Basic
C21234,Andi Firmansyah,Wanita,1987,Surabaya,Jawa Timur,2022-07-01,Basic
C21235,Siti Rahayu,Pria,1990,Balikpapan,Kalimantan Timur,2024-08-25,Silver
C21236,Dimas Pratama,Pria,1983,Tangerang,Banten,2022-12-04,Basic
C21237,Wahyu Pratama,Wanita,2002,Surabaya,Jawa Timur,2022-01-29,Silver
C21238,Wahyu Utami,Wanita,1987,Depok,Jawa Barat,2022-11-11,Silver
C21239,Rani Hidayat,Pria,1980,Tangerang Selatan,Banten,2022-11-10,Silver
C21240,Agus Saputra,Pria,1973,Bogor,Jawa Barat,2024-02-05,Basic
C21241,Nadia Utami,Wanita,1984,Jakarta selatan,DKI Jakarta,2024-05-18,Silver
C21242,Wahyu Saputra,Wanita,1999,jakarta selatan,DKI Jakarta,2023-09-22,Basic
C21243,Dimas Kusuma,Wanita,2000,Bekasi,Jawa Barat,2022-05-22,Silver
C21244,Teguh Utami,Pria,1995,Jakarta Selatan,DKI Jakarta,2022-06-11,Basic
C21245,Galih Saputra,Pria,2003,Malang,Jawa Timur,2023-06-03,Basic
C21246,Budi Setiawan,Pria,1985,Semarang,Jawa Tengah,2023-10-15,Basic
C21247,Putri Utami,Pria,1978,Bekasi,Jawa Barat,2023-08-28,Basic
C21248,Bayu Anggraini,Wanita,1974,Bekasi,Jawa Barat,2023-05-18,Basic
C21249,Yoga Kusuma,Wanita,1992,Bekasi,Jawa Barat,2024-06-17,Silver
C21250,Intan Permana,Pria,1982,Jakarta Selatan,DKI Jakarta,2023-05-26,Silver
C21251,Galih Hidayat,Wanita,1996,Depok,Jawa Barat,2022-12-06,Silver
C21252,Putri Halim,Wanita,2003,Jakarta Selatan,DKI Jakarta,2024-03-08,Basic
C21253,Siti Kusuma,Wanita,1981,Tangerang,Banten,2024-07-28,Silver
C21254,Andi Rahayu,Pria,1983,Palembang,Sumatera Selatan,2022-11-30,Basic
C21255,Agus Saputra,Pria,1993,Yogyakarta,DI Yogyakarta,2023-09-15,Basic
C21256,Lestari Hidayat,Pria,1977,Makassar,Sulawesi Selatan,2023-05-05,Silver
C21257,Ayu Pratama,Wanita,1986,Palembang,Sumatera Selatan,2023-08-09,Basic
C21258,Maya Pratama,Wanita,1977,tangerang selatan,Banten,2022-02-05,Silver
C21259,Hendra Firmansyah,Wanita,1973,DIY,DI Yogyakarta,2024-05-11,Basic
C21260,Anisa Ramadhan,Wanita,1981,Jakarta Selatan,DKI Jakarta,2023-07-29,Basic
C21261,Citra Santoso,Pria,1998,Jakarta Barat,DKI Jakarta,2022-11-29,Basic
C21262,Nadia Santoso,Wanita,2003,Malang,Jawa Timur,2023-11-02,Basic
C21263,Maya Setiawan,Pria,1977,Surabaya,Jawa Timur,2023-07-10,Basic
C21264,Iqbal Permana,Pria,1975,Denpasar,Bali,2024-06-26,Basic
C21265,Andi Rahayu,Pria,1982,Jakarta Selatan,DKI Jakarta,2023-05-04,Basic
C21266,Vina Santoso,Pria,1986,Semarang,Jawa Tengah,2024-08-26,Basic
C21267,Fitri Halim,Pria,1978,JAKARTA BARAT,DKI Jakarta,2023-08-14,Basic
C21268,Intan Permana,Wanita,1972,Jakarta Timur,DKI Jakarta,2022-08-07,Basic
C21269,Rizky Utami,Pria,1979,JAKARTA SELATAN,DKI Jakarta,2023-03-05,Basic
C21270,Reza Halim,Pria,1995,Makassar,Sulawesi Selatan,2024-09-26,Silver
C21271,Wahyu Pratama,Pria,1980,Denpasar,Bali,2022-09-02,Basic
C21272,Lestari Pratama,Pria,1973,Bandung,Jawa Barat,2023-12-19,Basic
C21273,Budi Rahayu,Pria,1974,Bandung,Jawa Barat,2023-11-13,Silver
C21274,Putri Anggraini,Wanita,1990,Palembang,Sumatera Selatan,2024-09-02,Silver
C21275,Dimas Anggraini,Wanita,1996,Depok,Jawa Barat,2023-05-04,Silver
C21276,Yoga Firmansyah,Pria,1976,Tangerang Selatan,Banten,2024-01-13,Silver
C21277,Vina Saputra,Pria,2001,Bekasi,Jawa Barat,2023-03-25,Basic
C21278,Vina Kusuma,Wanita,2003,Yogyakarta,DI Yogyakarta,2023-10-08,Silver
C21279,Ayu Kusuma,Pria,1986,Bekasi,Jawa Barat,2024-07-06,Basic
C21280,Ayu Permana,Pria,1976,Depok,Jawa Barat,2022-10-02,Basic
C21281,Putri Anggraini,Wanita,1992,Jakarta Selatan,DKI Jakarta,2023-08-15,Basic
C21282,Andi Nugroho,Pria,1976,Denpasar,Bali,2023-12-14,Silver
C21283,Andi Kusuma,Pria,1970,Jakarta Selatan,DKI Jakarta,2023-06-06,Silver
C21284,Fitri Wijaya,Pria,1979,Makassar,Sulawesi Selatan,2023-06-14,Gold
C21285,Budi Halim,Wanita,1976,Tangerang,Banten,2024-02-26,
C21286,Andi Ramadhan,Wanita,1991,Bogor,Jawa Barat,2024-01-13,Basic
C21287,Anisa Permana,Wanita,1975,Jaktim,DKI Jakarta,2023-02-10,Basic
C21288,Dewi Firmansyah,Pria,1991,Medan,Sumatera Utara,2023-07-12,Silver
C21289,Dewi Nugroho,Pria,1981,Medan,Sumatera Utara,2022-08-12,Silver
C21290,Reza Permana,,1999,Surabaya,Jawa Timur,2022-04-24,Basic
C21291,Reza Pratama,Wanita,1998,Makassar,Sulawesi Selatan,2022-10-15,Silver
C21292,Fajar Setiawan,Pria,1989,Bogor,Jawa Barat,2022-12-21,Silver
C21293,Fajar Firmansyah,Wanita,1993,Bogor,Jawa Barat,2022-08-04,Silver
C21294,Andi Kusuma,Wanita,2002,Denpasar,Bali,2023-03-27,Basic
C21295,Putri Pratama,Wanita,2002,Bekasi,Jawa Barat,2023-02-04,Basic
C21296,Teguh Halim,Pria,1986,Tangerang,Banten,2022-03-01,Basic
C21297,Rizky Kusuma,,1996,Medan,Sumatera Utara,2023-05-03,Gold
C21298,Intan Santoso,,2001,Jakarta Timur,DKI Jakarta,2022-04-03,Gold
C21299,Fitri Permana,Wanita,2003,Jakarta Selatan,DKI Jakarta,2023-10-24,Basic
C21300,Anisa Firmansyah,Pria,1983,Malang,Jawa Timur,2023-12-06,Basic
C21301,Putri Permana,Pria,1983,Jakarta Barat,DKI Jakarta,2022-11-08,
C21302,Anisa Permana,Wanita,1978,Surabaya,Jawa Timur,2024-06-09,Basic
C21303,Yoga Nugroho,Pria,1987,Surabaya,Jawa Timur,2022-09-10,Silver
C21304,Nadia Hidayat,Wanita,2002,Medan,Sumatera Utara,2023-09-10,Basic
C21305,Galih Ramadhan,Pria,1992,Bekasi,Jawa Barat,2022-01-12,Basic
C21306,Dimas Utami,Wanita,1995,tangerang selatan,Banten,2022-01-07,Basic
C21307,Galih Kusuma,Wanita,1979,Tangerang Selatan,Banten,2022-08-07,Basic
C21308,Budi Kusuma,Wanita,1995,Depok,Jawa Barat,2022-10-27,Silver
C21309,Rani Ramadhan,Pria,2000,Bogor,Jawa Barat,2022-08-24,Gold
C21310,Teguh Santoso,Wanita,1993,Tangsel,Banten,2022-03-28,
C21311,Teguh Halim,Wanita,1993,Medan,Sumatera Utara,2023-07-12,Basic
C21312,Bayu Wijaya,Wanita,1994,Semarang,Jawa Tengah,2022-03-24,Basic
C21313,Bayu Ramadhan,Pria,1988,Medan,Sumatera Utara,2023-10-22,Gold
C21314,Dimas Nugroho,Pria,1993,Bogor,Jawa Barat,2024-08-11,Basic
C21315,Budi Utami,Pria,1996,Bekasi,Jawa Barat,2024-06-16,Basic
C21316,Vina Rahayu,Wanita,1973,Jakarta Barat,DKI Jakarta,2022-02-15,Basic
C21317,Nurul Wijaya,Pria,1985,Balikpapan,Kalimantan Timur,2023-08-30,Basic
C21318,Arif Hidayat,Wanita,1972,Tangerang,Banten,2023-03-24,Basic
C21319,Galih Ramadhan,Pria,1994,Bogor,Jawa Barat,2022-12-07,Gold
C21320,Arif Saputra,Pria,1993,Balikpapan,Kalimantan Timur,2024-02-09,Basic
C21321,Andi Utami,Pria,2001,Bandung,Jawa Barat,2024-07-18,Gold
C21322,Fajar Setiawan,Wanita,1972,Jakarta Timur,DKI Jakarta,2022-08-02,Silver
C21323,Bayu Anggraini,Pria,1975,Balikpapan,Kalimantan Timur,2023-10-19,Basic
C21324,Maya Saputra,Wanita,1994,surabaya,Jawa Timur,2022-12-03,Silver
C21325,Hendra Pratama,Pria,1972,Surabaya,Jawa Timur,2022-01-29,Silver
C21326,Putri Ramadhan,Pria,1989,Bekasi,Jawa Barat,2023-11-13,
C21327,Nurul Anggraini,Wanita,1971,Jakarta Barat,DKI Jakarta,2023-03-27,Basic
C21328,Dimas Nugroho,Wanita,1975,Denpasar,Bali,2024-09-02,Silver
C21329,Andi Halim,Wanita,1979,Jakbar,DKI Jakarta,2023-03-11,Basic
C21330,Fajar Ramadhan,,1988,Yogyakarta,DI Yogyakarta,2024-03-14,Basic
C21331,Reza Anggraini,Pria,2002,Tangerang,Banten,2023-10-17,Basic
C21332,Yoga Santoso,Wanita,1980,Bandung,Jawa Barat,2024-04-04,Silver
C21333,Lestari Hidayat,Wanita,1977,Surabaya,Jawa Timur,2022-05-07,Basic
C21334,Lestari Rahayu,Wanita,1971,Makassar,Sulawesi Selatan,2023-03-13,Basic
C21335,Andi Anggraini,,1981,Bekasi,Jawa Barat,2022-06-11,Silver
C21336,Intan Saputra,Wanita,2000,Tangerang Selatan,Banten,2023-06-01,Silver
C21337,Iqbal Setiawan,Pria,1979,Jakarta Timur,DKI Jakarta,2024-01-23,Basic
C21338,Agus Anggraini,Pria,1996,Surabaya,Jawa Timur,2022-02-20,Basic
C21339,Vina Rahayu,,1975,Balikpapan,Kalimantan Timur,2022-01-16,Basic
C21340,Rani Saputra,Pria,1989,Jakbar,DKI Jakarta,2024-07-19,Silver
C21341,Teguh Firmansyah,Wanita,1990,Tangerang,Banten,2022-10-30,Basic
C21342,Sari Rahayu,Pria,1983,Tangerang,Banten,2022-05-03,Basic
C21343,Galih Nugroho,Pria,1973,Makassar,Sulawesi Selatan,2024-08-05,Basic
C21344,Andi Rahayu,Pria,1972,Bekasi,Jawa Barat,2022-09-02,Basic
C21345,Wahyu Ramadhan,Wanita,1974,Bogor,Jawa Barat,2023-04-19,Basic
C21346,Fajar Rahayu,Wanita,1986,Jakarta Barat,DKI Jakarta,2022-09-17,Basic
C21347,Reza Ramadhan,Pria,1972,Medan,Sumatera Utara,2023-08-03,Gold
C21348,Yoga Utami,Pria,1983,Bogor,Jawa Barat,2023-05-10,Basic
C21349,Fajar Permana,Wanita,1999,Denpasar,Bali,2023-09-21,Basic
C21350,Sari Permana,Wanita,2001,Jakarta Barat,DKI Jakarta,2022-01-15,Basic
C21351,Ayu Kusuma,Wanita,1997,Jakarta Timur,DKI Jakarta,2022-12-28,Gold
C21352,Maya Anggraini,Wanita,1985,Semarang,Jawa Tengah,2023-08-19,Silver
C21353,Arif Rahayu,Pria,1981,Semarang,Jawa Tengah,2022-08-25,Basic
C21354,Intan Wijaya,Wanita,1973,Surabaya,Jawa Timur,2023-12-06,Basic
C21355,Wahyu Rahayu,Wanita,1975, Bandung,Jawa Barat,2022-09-11,Basic
C21356,Arif Pratama,Wanita,1975,Balikpapan,Kalimantan Timur,2022-07-29,Gold
C21357,Ayu Rahayu,Wanita,1996,Jakarta Barat,DKI Jakarta,2023-12-02,Silver
C21358,Wahyu Nugroho,Pria,1987,Jakarta Barat,DKI Jakarta,2023-12-07,Basic
C21359,Nadia Kusuma,Pria,1992,Bekasi,Jawa Barat,2022-07-08,Silver
C21360,Ayu Setiawan,Wanita,1993,Jakarta Barat,DKI Jakarta,2024-03-19,Basic
C21361,Rizky Santoso,Wanita,1985,Jakarta Selatan,DKI Jakarta,2023-07-29,Basic
C21362,Rizky Pratama,Wanita,1978,Bogor,Jawa Barat,2022-03-28,Silver
C21363,Dewi Saputra,Wanita,1979,Tangerang,Banten,2022-01-08,Basic
C21364,Dewi Santoso,Pria,1991,Bekasi,Jawa Barat,2022-04-07,Basic
C21365,Andi Halim,Wanita,1989,Jakarta Barat,DKI Jakarta,2022-01-07,Basic
C21366,Galih Firmansyah,Pria,1978,Jakarta Selatan,DKI Jakarta,2022-05-08,Basic
C21367,Rizky Ramadhan,Wanita,1973,Bandung,Jawa Barat,2023-10-01,Gold
C21368,Citra Rahayu,Wanita,2001,TANGSEL,Banten,2024-02-18,Silver
C21369,Citra Utami,Pria,1993,Jakarta Timur,DKI Jakarta,2024-09-03,Basic
C21370,Siti Halim,Wanita,1990,Medan,Sumatera Utara,2022-03-28,Basic
C21371,Siti Setiawan,Pria,2000,Bogor,Jawa Barat,2024-02-12,Basic
C21372,Yoga Firmansyah,Pria,1998,Tangerang,Banten,2024-09-18,Silver
C21373,Andi Anggraini,Wanita,1994,Bogor,Jawa Barat,2022-10-16,Basic
C21374,Citra Rahayu,Pria,1985,Jakarta Selatan,DKI Jakarta,2022-11-01,Basic
C21375,Iqbal Nugroho,Pria,1973,Depok,Jawa Barat,2022-10-25,Basic
C21376,Lestari Utami,Wanita,1987,Malang,Jawa Timur,2024-08-20,Silver
C21377,Intan Permana,Wanita,2003,Tangerang Selatan,Banten,2024-05-12,Gold
C21378,Sari Rahayu,Wanita,1994,Depok,Jawa Barat,2022-01-17,Basic
C21379,Ayu Firmansyah,Wanita,1999,Jakarta Selatan,DKI Jakarta,2024-08-02,Basic
C21380,Hendra Ramadhan,Wanita,1999,Palembang,Sumatera Selatan,2023-12-15,Silver
C21381,Dewi Santoso,Pria,1976,Jakarta Barat,DKI Jakarta,2023-02-28,Silver
C21382,Rizky Anggraini,Pria,1983,Yogyakarta,DI Yogyakarta,2022-05-11,Basic
C21383,Iqbal Wijaya,Wanita,1995,Yogyakarta,DI Yogyakarta,2023-12-08,Silver
C21384,Sari Utami,Wanita,2003,Semarang,Jawa Tengah,2023-05-15,Silver
C21385,Nurul Halim,,1979,Medan,Sumatera Utara,2022-09-03,Silver
C21386,Vina Halim,Pria,1972,Bekasi,Jawa Barat,2023-05-02,Silver
C21387,Arif Setiawan,Wanita,1975,Denpasar,Bali,2024-01-20,Silver
C21388,Galih Wijaya,Wanita,1988,Jakarta Timur,DKI Jakarta,2024-09-17,Silver
C21389,Ayu Nugroho,Wanita,1977,Makassar,Sulawesi Selatan,2023-08-11,Silver
C21390,Ayu Utami,,1970,Bekasi,Jawa Barat,2023-01-29,Basic
C21391,Agus Setiawan,Wanita,1980,Depok,Jawa Barat,2023-10-20,Silver
C21392,Putri Rahayu,Wanita,1973,Jakarta selatan,DKI Jakarta,2023-08-29,Basic
C21393,Bayu Nugroho,,1986,JAKARTA BARAT,DKI Jakarta,2023-09-06,Basic
C21394,Arif Hidayat,Pria,1984,Tangerang,Banten,2023-08-25,Basic
C21395,Lestari Santoso,Pria,1978,Tangerang,Banten,2024-08-24,Silver
C21396,Teguh Kusuma,Pria,1995,SBY,Jawa Timur,2022-05-19,Basic
C21397,Reza Santoso,Wanita,1970,Balikpapan,Kalimantan Timur,2024-06-13,Basic
C21398,Citra Anggraini,Wanita,1989,Makassar,Sulawesi Selatan,2023-01-12,Basic
C21399,Maya Setiawan,Wanita,1977,Jakarta Timur,DKI Jakarta,2022-05-19,Basic
C21400,Hendra Kusuma,Wanita,1971, Bandung,Jawa Barat,2022-07-31,Basic
C21401,Arif Rahayu,Wanita,1984,Malang,Jawa Timur,2023-01-15,Basic
C21402,Citra Utami,Wanita,1998,Bogor,Jawa Barat,2023-07-02,Basic
C21403,Nadia Wijaya,Pria,1976,Semarang,Jawa Tengah,2023-10-03,Basic
C21404,Intan Halim,Wanita,1983,Palembang,Sumatera Selatan,2022-01-21,Basic
C21405,Nadia Ramadhan,Pria,1974,bandung,Jawa Barat,2024-06-01,Basic
C21406,Nadia Pratama,Pria,1977,Medan,Sumatera Utara,2023-10-13,Basic
